Data da Homologação,Número de Homologação,Nome do Solicitante,CNPJ do Solicitante,Certificado de Conformidade Técnica,Data do Certificado de Conformidade Técnica,Data de Validade do Certificado,Código de Situação do Certificado,Situação do Certificado,Código de Situação do Requerimento,Situação do Requerimento,Nome do Fabricante,Modelo,Nome Comercial,Categoria do Produto,Tipo do Produto,IC_ANTENA,IC_ATIVO,País do Fabricante,CodUIT,CodISO
27/04/2006,3040500502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-182,30/03/2005,15/03/2007 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,E816,E816,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
23/09/2004,8790400502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-141,31/08/2004,31/08/2008 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,C385 (G 9/1.8/1.9),C385 (G 9/1.8/1.9),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
18/07/2006,9400600502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 2981/06,02/06/2006,02/06/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,Rokr E2 e3,Rokr E2 e3,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
12/02/2016,4581501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,88541,02/03/2015,02/03/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-H342FT (LEON 4G),LG-H342FT (LEON 4G),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
27/09/2002,6690201720,Vitelcom América Telecomunicações da Amazônia Ltda,3915965000100,TRB-TEL-02.028,03/09/2002,03/09/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Vitelcom América Telecomunicações da Amazônia Ltda,Epsilon 2001 Wap,Epsilon 2001 Wap,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
19/07/2006,10720601003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,00852/06,30/06/2006,30/06/2007 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,MD120,MD120,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
12/09/2002,5950200563,Nokia do Brasil Tecnologia Ltda.,2140198000134,NCC 332/02,21/08/2002,21/08/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Nokia do Brasil Tecnologia Ltda.,3510,3510,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
12/06/2007,7090702577,Gradiente Eletrônica S/A,43185362003041,NCC 3843/07,11/05/2007,11/05/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,Gradiente Eletrônica S/A,GF-970v,GF-970v,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
19/07/2006,10400602303,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,00842/06,27/06/2006,27/06/2007 00:00:00,6,Suspenso,10,Homologação Suspensa,SAMSUNG ELETRONICA DA AMAZONIA LTDA,SGH-X160,SGH-X160,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
05/05/2016,91606994,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,94146,16/02/2016,16/02/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Lenovo Mobile Communication Technology Ltd,A6020l36 (VIBE K5),A6020l36 (VIBE K5),1,Telefone Móvel Celular,N,S,China,CHN,CHN
31/08/2007,8930700953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,01584/07,06/06/2007,06/06/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SGH-A706,SGH-A706,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
18/07/2006,10370600502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 3227/06,29/06/2006,29/06/2007 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,V365 e3,V365 e3,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
21/03/2007,2430701003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,01359/07,12/03/2007,12/03/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,MG230d,MG230d,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
08/04/2005,3240500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 2369/05,29/03/2005,29/03/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,Samsung Electronics Co Ltd.,SCH-N480,SCH-N480,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
20/02/2015,40221403589,POSITIVO TECNOLOGIA S.A.,81243735000148,87419,28/01/2015,28/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,X800,X800,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
02/05/2003,5170301510,Sagem Communication Brazil Ltda.,5077181000178,TRB-TEL-03.008-2,06/03/2003,06/03/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,Sagem SA,myX-5m,myX-5m,1,Telefone Móvel Celular,N,S,França,F,FRA
28/09/2007,3930702303,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,01427/07,14/03/2007,13/03/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,SAMSUNG ELETRONICA DA AMAZONIA LTDA,SGH-C260L,SGH-C260L,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
12/04/2006,5280602435,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,00698/06,03/04/2006,03/04/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,Sony Mobile Communications AB,Z530i,Z530i,1,Telefone Móvel Celular,N,S,Suécia,S,SWE
02/05/2003,5180301510,Sagem Communication Brazil Ltda.,5077181000178,TRB-TEL-03.008-4,24/03/2003,24/03/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,Sagem SA,MW3020,MW3020,1,Telefone Móvel Celular,N,S,França,F,FRA
02/05/2003,5190301510,Sagem Communication Brazil Ltda.,5077181000178,TRB-TEL-03.008-3,24/03/2003,24/03/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,Sagem SA,MW3026,MW3026,1,Telefone Móvel Celular,N,S,França,F,FRA
17/02/2014,35851309887,B-Mobile Brasil Telecomunicações S.A,15603968000180,3403,24/01/2014,24/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,China Bird HK,S750,S750,1,Telefone Móvel Celular,N,S,China,CHN,CHN
24/04/2014,26691309207,Philco Eletrônicos S.A.,11283356000104,NCC 10599/14,26/03/2014,26/03/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Philco Eletrônicos S.A.,Philco Phone 501,Philco Phone 501,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
06/10/2015,40371403589,POSITIVO TECNOLOGIA S.A.,81243735000148,87428,02/03/2015,02/03/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,S550,S550,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
05/04/2012,6691205905,HTC Brasil Represent. e Marketing em Inform. Ltda,8405312000197,06315/12,27/03/2012,27/03/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,- HTC Corporation,HTC One X,HTC One X,1,Telefone Móvel Celular,N,S,Taiwan,TWN,TWN
23/09/2004,8670400468,EVADIN INDUSTRIA AMAZONIA S.A.,4180279000193,09904XXX0468,08/09/2004,08/06/2007 00:00:00,6,Suspenso,10,Homologação Suspensa,EVADIN INDUSTRIA AMAZONIA S.A.,VS-8U,VS-8U,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
28/03/2013,3221303257,HUAWEI DO BRASIL TELECOMUNICACOES LTDA,2975504000152,NCC 9249/13,14/03/2013,14/03/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Huawei Technologies Co. Ltd,G6007,G6007,1,Telefone Móvel Celular,N,S,China,CHN,CHN
20/07/2007,7190702421,Blackberry Serv. de Suporte de Vendas Brasil LTDA,7058628000197,1078,13/06/2007,13/06/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Blackberry Limited,BlackBerry 8300,BlackBerry 8300,1,Telefone Móvel Celular,N,S,Canadá,CAN,CAN
20/04/2004,3420400574,LG Electronics de SAo Paulo Ltda.,1166372000236,NCC 1688/04,23/03/2004,23/03/2005 00:00:00,6,Suspenso,11,Homologação Cancelada,LG Electronics Inc.,LG-BX4170,LG-BX4170,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
27/03/2006,4580601003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,00672/06,15/03/2006,14/03/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,MG220c,MG220c,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
08/06/2015,461501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,88108,22/01/2015,22/01/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-H342F,LG-H342F,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
18/03/2005,2550502384,Sendo Brasil Ltda. - Telefonia Celular,6996240000174,TRB-TEL-05.002-2,08/03/2005,08/03/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,Sendo Brasil Ltda. - Telefonia Celular,P360,P360,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
18/03/2005,2560502384,Sendo Brasil Ltda. - Telefonia Celular,6996240000174,TRB-TEL-05.002-3,08/03/2005,08/03/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,Sendo Brasil Ltda. - Telefonia Celular,P600,P600,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
29/05/2008,18690700160,Intelbras S.a. Industria de Telecomunicacao Eletronica Brasileira,82901000000127,21707,12/03/2008,11/03/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,Intelbras S.a. Industria de Telecomunicacao Eletronica Brasileira,A 6,A 6,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
04/10/2004,8900400502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-154-2,16/09/2004,16/09/2008 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,V265,V265,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
19/02/2004,1690402226,LG Electronics de SAo Paulo Ltda.,1166372000236,NCC 1613/04,12/02/2004,12/02/2005 00:00:00,6,Suspenso,11,Homologação Cancelada,LG Electronics Inc. Mobile Communications Company,G7100,G7100,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
19/02/2004,1720401003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,NCC 1616/04,12/02/2004,12/02/2005 00:00:00,6,Suspenso,11,Homologação Cancelada,LG ELECTRONICS DO BRASIL LTDA,G5400,G5400,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
05/02/2007,20770601547,Nokia do Brasil Tecnologia Ltda.,2140198000215,01260/06,25/01/2007,10/01/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,E65-1,E65-1,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
15/02/2006,3000601003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,00627/06,07/02/2006,07/02/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,MG185c,MG185c,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
03/09/2013,6901300330,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 9291/13,15/03/2013,15/03/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Motorola Mobility LLC,XT320,XT320,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
03/09/2013,6901300330,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,NCC 9291/13,15/03/2013,15/03/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Motorola Mobility LLC,XT321,XT321,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
13/07/2005,6550501919,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 2528/05,08/07/2005,08/07/2006 00:00:00,6,Suspenso,10,Homologação Suspensa,"Nokia Mobile Phones, Inc",6030,6030,1,Telefone Móvel Celular,N,S,Hungria,HNG,HUN
21/07/2014,2531400330,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,82204,27/03/2014,27/03/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Motorola Mobility LLC,XT1025,XT1025,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
21/07/2014,2531400330,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,82204,27/03/2014,27/03/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Motorola Mobility LLC,XT1022,XT1022,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
21/07/2014,2531400330,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,82204,27/03/2014,27/03/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Motorola Mobility LLC,XT1021,XT1021,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
02/04/2015,6151401003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,82693,27/03/2014,27/03/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D385,LG-D385,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
28/09/2007,5610700953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,01499/07,13/06/2007,13/06/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SGH-E746,SGH-E746,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
13/04/2012,4681203257,HUAWEI DO BRASIL TELECOMUNICACOES LTDA,2975504000152,NCC 8410/12,27/03/2012,27/03/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,Huawei Technologies Co. Ltd,U8860-51,U8860-51,1,Telefone Móvel Celular,N,S,China,CHN,CHN
28/03/2013,6751300953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,MT-2218/2013,19/03/2013,19/03/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-S6812B,GT-S6812B,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
07/06/2016,2141601914,ZTE do Brasil Ltda.,5216804000146,5055,15/02/2016,15/02/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,Blade L5 (L5 SHADE),Blade L5 (L5 SHADE),1,Telefone Móvel Celular,N,S,China,CHN,CHN
03/03/2005,1880501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,NCC 2293/05,01/02/2005,27/01/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,MX200,MX200,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
09/09/2003,10570302050,Hi-Tech do Brasil S/A,5463639000127,238,17/06/2003,17/06/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,Alcatel Espanha,One Touch 525,One Touch 525,1,Telefone Móvel Celular,N,S,Espanha,E,ESP
03/12/2003,8620200502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-64,31/10/2003,31/10/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,T720 (G 9/1.8),T720 (G 9/1.8),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
18/07/2006,9660603290,Pantech Brasil Comercialização de Celulares Ltda,7304144000180,MT-0003/2006,07/07/2006,07/07/2007 00:00:00,6,Suspenso,10,Homologação Suspensa,"Pantech Co., Ltd.",PG-1300V,PG-1300V,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
29/05/2008,1750801914,ZTE do Brasil Ltda.,5216804000146,1264,04/04/2008,04/04/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,X195,X195,1,Telefone Móvel Celular,N,S,China,CHN,CHN
24/07/2006,7810600228,BenQ Eletroeletrônica Ltda.,7560958000186,00762/06,23/06/2006,20/06/2007 00:00:00,6,Suspenso,10,Homologação Suspensa,BenQ Eletroeletrônica Ltda.,EL71,EL71,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
31/10/2007,10840701003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,01636/07,15/06/2007,15/06/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,MG295d,MG295d,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
21/12/2016,5241500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,88749,05/03/2015,05/03/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-G925i (Galaxy S6 Edge),SM-G925i (Galaxy S6 Edge),1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
03/10/2002,7270201725,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,NCC 411/02,24/09/2002,24/09/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Sony Ericsson Mobile Communications China,T600,T600,1,Telefone Móvel Celular,N,S,China,CHN,CHN
30/05/2008,9620800953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,02384/08,21/05/2008,21/05/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SGH-M140L,SGH-M140L,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
03/12/2003,8630200502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-67,31/10/2003,31/10/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,V66i,V66i,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
14/08/2006,9980602388,Nokia do Brasil Tecnologia Ltda.,2140198000215,00819/06,27/07/2006,26/07/2008 00:00:00,6,Suspenso,10,Homologação Suspensa,Beijing Capitel Nokia Telecommunications Ltd,E62,E62,1,Telefone Móvel Celular,N,S,China,CHN,CHN
03/10/2002,7280201531,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,NCC 424/02,25/09/2002,25/09/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Sony Ericsson Mobile Communication do Brasil Ltda,T200,T200,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
19/01/2009,7340800468,EVADIN INDUSTRIA AMAZONIA S.A.,4180279000193,NCC 4623/08,08/05/2008,08/05/2009 00:00:00,6,Suspenso,10,Homologação Suspensa,EVADIN INDUSTRIA AMAZONIA S.A.,AIKO 70,AIKO 70,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
15/02/2006,7600502654,BenQ Eletroeletrônica Ltda.,7560958000186,NCC 2587/05,18/07/2005,18/07/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,"BenQ (IT) Co., Ltd.",CF75,CF75,1,Telefone Móvel Celular,N,S,China,CHN,CHN
28/04/2011,9451101003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,05201/11,12/04/2011,12/04/2012 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-A200,LG-A200,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
09/09/2003,10760301003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,NCC 1207/03,04/09/2003,04/09/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,LG ELECTRONICS DO BRASIL LTDA,LG-BX5450,LG-BX5450,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
28/05/2009,8970901003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,03292/09,05/05/2009,05/05/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,KP109a,KP109a,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
23/09/2004,8650400953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 1985/04,08/09/2004,03/09/2005 00:00:00,6,Suspenso,11,Homologação Cancelada,Samsung Electronics Co Ltd.,SGH-X460,SGH-X460,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
04/10/2004,8880400953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 1994/04,08/09/2004,11/09/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,Samsung Electronics Co Ltd.,SGH-E320,SGH-E320,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
15/02/2006,6400501853,BenQ Eletroeletrônica Ltda.,7560958000186,NCC 2564/05,04/07/2005,04/07/2006 00:00:00,6,Suspenso,11,Homologação Cancelada,BenQ Mobile,CX75,CX75,1,Telefone Móvel Celular,N,S,Alemanha,D,DEU
02/06/2010,8831001914,ZTE do Brasil Ltda.,5216804000146,1988,29/04/2010,29/04/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,X990 (900-1800MHz),X990 (900-1800MHz),1,Telefone Móvel Celular,N,S,China,CHN,CHN
23/09/2004,8660402303,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 1991/04,11/09/2004,11/09/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,SAMSUNG ELETRONICA DA AMAZONIA LTDA,SGH-X460,SGH-X460,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
29/03/2012,7811201003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,06332/12,23/03/2012,23/03/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-C195,LG-C195,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
29/03/2012,7811201003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,06332/12,23/03/2012,23/03/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-C199,LG-C199,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
19/05/2010,10481000953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,04165/10,07/05/2010,07/05/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-I9000B,GT-I9000B,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
22/03/2013,6311301003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,07596/13,11/03/2013,11/03/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-P875h,LG-P875h,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
06/10/2014,8461400953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,83394,27/03/2014,27/03/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-T331,SM-T331,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
13/03/2009,27050800953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,08/UL-BRBH-0010,20/02/2009,20/02/2010 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,S7350B,S7350B,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
23/02/2011,641101914,ZTE do Brasil Ltda.,5216804000146,04907/11,16/02/2011,16/02/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,R620,R620,1,Telefone Móvel Celular,N,S,China,CHN,CHN
21/02/2014,3511401003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,82129,07/02/2014,07/02/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-D320f8,LG-D320f8,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
23/02/2015,38851409887,B-Mobile Brasil Telecomunicações S.A,15603968000180,4255,29/01/2015,29/01/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,China Bird HK,S246,S246,1,Telefone Móvel Celular,N,S,China,CHN,CHN
20/04/2005,3490500502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-179,29/03/2005,29/03/2008 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,C137 (G 9/1.8),C137 (G 9/1.8),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
03/12/2003,3300200502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-47-2,31/10/2003,31/10/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,V70,V70,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
16/12/2016,5221500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,88889,04/03/2015,04/03/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-G920i (Galaxy S6),SM-G920i (Galaxy S6),1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
29/05/2008,1740801914,ZTE do Brasil Ltda.,5216804000146,1263,04/04/2008,04/04/2012 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,X175,X175,1,Telefone Móvel Celular,N,S,China,CHN,CHN
21/06/2013,7191106844,Semp Toshiba Informática Ltda.,54428040000320,05114/11,11/04/2011,11/04/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,"Ningbo AUX Air Conditioner Co., Ltd.",CD55Q,CD55Q,1,Telefone Móvel Celular,N,S,China,CHN,CHN
01/10/2002,7110201720,Vitelcom América Telecomunicações da Amazônia Ltda,3915965000100,TRB-TEL-02.018,11/09/2002,11/09/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Vitelcom América Telecomunicações da Amazônia Ltda,Epsilon Generation,Epsilon Generation,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
03/10/2002,7250200953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 398/02,17/09/2002,17/09/2003 00:00:00,6,Suspenso,11,Homologação Cancelada,Samsung Electronics Co Ltd.,SCH-A595,SCH-A595,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
03/12/2003,10630300502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,TRB-TEL-010/2001-105,31/10/2003,31/10/2004 00:00:00,6,Suspenso,11,Homologação Cancelada,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,E380 (9/1.8),E380 (9/1.8),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
